α_1,Α
τ_209,τέτυκται
τ_210,τετυρ†ευ†μένον
τ_211,τετύφωμαι
τ_212,τετυφῶσθαι
τ_213,τετύχηκεν
τ_214,τευθίδες
τ_215,τευκτῆρι
τ_216,τευκτόν
τ_217,Τευμησία
τ_218,τεῦξαι
τ_219,τευτάζειν
τ_220,τευτᾶται
τ_221,τεύχεα
τ_222,τεύχοντες
τ_223,τευτάζων
τ_224,τεῦχος
τ_225,τέφραν
τ_226,τεφρώσας
τ_227,τεχνηθέντος
τ_228,τέως
τ_229,τῇ
τ_230,τῇδε
τ_231,τῇ δ’ ἔνι
τ_232,τήβεννα
τ_233,τηθαλλαδοῦς
τ_234,τηθαλλαδοῦς
τ_235,τήθεα
τ_236,τῇ ἀληθείᾳ σφραγίζεται
τ_237,τήθη
τ_238,τηθίς
τ_239,τηκεδόνι
τ_240,τηλαυγές
τ_241,τηλαύγημα
τ_242,τηλεδαπός
τ_243,τηλεκλ†η†τοί
τ_244,Τηλεφάνης
τ_245,τηλεφανής
τ_246,τηλία
τ_247,τηλικοῦτος
τ_248,τηλόθι
τ_249,τηλυγέτης
τ_250,τημελές
τ_251,τημελής
τ_252,τημελῆσαι
τ_253,τημελήσαντες
τ_254,τημελούμενον
τ_255,τῇ μέν
τ_256,τὴν Ἀκεσαίου σελήνην
τ_257,τηνάλλως
τ_258,τὴν γλαῦκα τωθάζουσι
τ_259,τήνελλα
τ_260,τὴν ἐμὴν κάμνειν νόσον
τ_261,Τήνια
τ_262,τηνικαῦτα
τ_263,τὴν κατὰ σαυτὸν ἔλα
τ_264,τὴν λεοντῆν ἐνδύου
τ_265,τὴν χεῖρα προσφέροντα τὸν θεὸν καλεῖν
τ_266,τηροῦ
τ_267,τῆς μητρὸς ὡς αἲξ καλεῖται
τ_268,τητᾶσθαι
τ_269,Τῆνος
τ_270,τήτει
τ_271,τῆτες
τ_272,τητινοί
τ_273,τή{τ}θη
τ_274,τητώμενον
τ_275,τιάρα
τ_276,Τίβιοι
τ_277,τι{α}γγάβαρι
τ_278,τιτιγόνιον
τ_279,τί δαί
τ_280,τί δῆτα θεῶν στρέφῃ
τ_281,τί δῆτά σοι
τ_282,τί ἐστιν τὸ ἐν τοῖς Δημοσθένους Φιλιππικοῖς ""καὶ τὸ θρυλούμενόν ποτε ἀπόρρητον ἐκεῖνο""
τ_283,τίζειν
τ_284,τιθασεύει
τ_285,τιθασόν
τ_286,Τιθράσιος
τ_287,τιθαιβώσσειν
τ_288,τιθέντες
τ_289,τιθήνας
τ_290,τιθηνούμενος
τ_291,τίθησι
τ_292,τιθύμαλλον
τ_293,Τιθωνόν
τ_294,Τιθωνοῦ γῆρας
τ_295,τί ἱκανόν
τ_296,τικτικόν
τ_297,τίλλειν
τ_298,Τιλφωσσαῖον
τ_299,Τιμαγόρας
τ_300,τοὖψον
τ_301,τί μαθών
τ_302,τιμαῖος
τ_303,τιμαλφούμενος
τ_304,τιμαλφέστερον
τ_305,τίμημα
τ_306,τιμητικὸν πινάκιον
τ_307,τιμήσεως
τ_308,τιμιουλκῶν
τ_309,τίμιον
τ_310,τί μήν
τ_311,τί μήν
τ_312,τιμωρεῖν
τ_313,τίνειν
τ_314,τιν{ν}ύμενος
τ_315,τίνυνται
τ_316,τίοντες
τ_317,τί οὐκ ἀπήγξω ἵνα Θήβησιν ἥρως γένῃ
τ_318,τῖσαι
τ_319,τίσειαν
τ_320,τίσις
τ_321,τίσομαι
τ_322,τίς ἐν Κύδωνος
τ_323,τίς πατέρ’ αἰνήσει, εἰ μὴ κακοδαίμονα τέκνα
τ_324,τίς τρόπος ἵππων
τ_325,τίσω
τ_326,τίσωσιν
τ_327,Τιτακίδαι καὶ Θυργωνίδαι
τ_328,Τιτακίδαι
τ_329,Τιτανίδα γῆν
τ_330,τίτανον
τ_331,τίτθη
τ_332,τιτθοί
τ_333,τιγγάβαρι καὶ κιννάβαρι
τ_334,τιτ{τ}ιγόνιον
τ_335,τιτίς
τ_336,τιτυρίδες καὶ τίτυροι
τ_337,Τῖφυς
τ_338,τί φῶ
τ_339,τίω
τ_340,τλῆθι
τ_341,τλήμονος
τ_342,τλῆναι
τ_343,τληπαθής
τ_344,τλήσομαι
τ_345,τλητικῶς
τ_346,τμήδην
τ_347,τὸ ἀπὸ τῆς Παλλ†αι†νίδος
τ_348,τό γε ἧκον
τ_349,τὸ ἐπίπαν
τ_350,τὸ θερμὸν τοῦ ὀβελοῦ
τ_351,τοιᾶσδε
τ_352,τοιγαροῦν
τ_353,τοιγάρτοι
τ_354,τοίνυν
τ_355,τοιχ†ο†ρύχος
τ_356,τοιχορύκτης
τ_357,τοιχωρύχημα τοίχου
τ_358,τοκάδα
τ_359,τὸ κατακύλλωμα
τ_360,τοκοφορεῖν
τ_361,τοκήων
τ_362,τολμήεντι
τ_363,τολμῆσαι
τ_364,τολμητίας
τ_365,το†λ†οται
τ_366,τολυπεύειν
τ_367,τολύπη
τ_368,τολύπευμα
τ_369,τὸ Μηλιακὸν πλοῖον
τ_370,τόμιον
τ_371,τομόν
τ_372,τομίας
τ_373,τὸν ἀφ’ ἱερᾶς
τ_374,τοναίαν
τ_375,τόνδε
τ_376,τονθορύζει
τ_377,τόνον
τ_378,τὸ νῦν εἶναι
τ_379,τοξοποιεῖν τὰς ὀφρῦς
τ_380,τοξόται καὶ Σκύθαι καὶ Σπ†ου†σίνιοι
τ_381,τοπάζειν
τ_382,τὸ παρὸν εὖ ποιεῖν
τ_383,τοπεῖα
τ_384,τοπεῖον
τ_385,τὸ πέρα
τ_386,τό ῥα
τ_387,τορεύει
τ_388,τόργος
τ_389,τόρμος
τ_390,τόρμος
τ_391,τόρνος
τ_392,τορνώσασθαι
τ_393,Τορώνη
τ_394,τόρος
τ_395,τορῶς
τ_396,τὸ σκαμβὸν ξύλον οὐδέποτε ὀρθόν
τ_397,τοῦ
τ_398,τοῦ
τ_399,τοῦ Διὸς τὸ σάνδαλον
τ_400,τοὔμπαλιν
τ_401,τοὔνεκα
τ_402,τοῦ πάνυ
τ_403,τοὐπίπεμπτον
τ_404,τοὺς ἑτ†αί†ρους τραγῳδοὺς ἀγωνιεῖται
τ_405,τοὺς χωρὶς οἰκοῦντας
τ_406,τόφρα
τ_407,τραγικὴ σκηνή
τ_408,τραγήματα
τ_409,τραγικῆς
τ_410,τραγικὸν πάθος
τ_411,τραγικὸς πίθηκος
τ_412,τραγικὸς πίθηκος
τ_413,τραγῳδία
τ_414,τραγῳδεῖν
τ_415,τράμις
τ_416,τρανές
τ_417,τραπεζοφόρος
τ_418,τραπέμπαλιν
τ_419,τρασιά
τ_420,τραπεζοποιός
τ_421,τραυματισθῆναι
τ_422,τραυματίας
τ_423,τραύξανα
τ_424,τραφερή
τ_425,τράχηλοι
τ_426,τρέσας
τ_427,τρέφεσθαι
τ_428,τρέχειν τὸν περὶ ψυχῆς
τ_429,τρήρωνα
τ_430,τρήρωσι
τ_431,τριακάς
τ_432,τριάκοντα
τ_433,τρία Στησιχόρου
τ_434,τρία καὶ δύο
τ_435,τριαχθῆναι λέγουσιν οἱ παλαιστρικοὶ ἀντὶ τοῦ τρὶς πεσεῖν
τ_436,τριακοντούτης
τ_437,Τριβαλλοί
τ_438,τριβωνευόμενοι
τ_439,τρίβωνα
τ_440,τριβήν
τ_441,τριβωνευόμενοι
τ_442,τριβώνιον
τ_443,τρίβωνος
τ_444,τριβωνοφόρος
τ_445,τρίγληνα
τ_446,τρίγωνον δικαστήριον
τ_447,Τρίγωνον
τ_448,τρίγωνος
τ_449,τριγχός
τ_450,τριηράρχημα
τ_451,τρικαλίνδητος
τ_452,Τρικάρανον
τ_453,Τρικέφαλοι
τ_454,τρῖμμα
τ_455,τρίμνων
τ_456,τριήρεις
τ_457,Τρικέφαλος
τ_458,τρι†ο†βολιμαῖος
τ_459,τριοττίς
τ_460,τρίορχος
τ_461,†τρίπαια†
τ_462,τρίποδα
τ_463,τρὶς ἓξ ἢ τρεῖς κύβ†οι†
τ_464,τριστάται
τ_465,τριτημόριον
τ_466,τριτημόριον
τ_467,τριπτῆρα
τ_468,Τριτογενής
τ_469,Τριτογένεια
τ_470,τριτόμηνις
τ_471,τρίτον ἡμίδραχμον
τ_472,τριτεύς
τ_473,τρίτον ἡμίδραχμον
τ_474,Τριτοπάτορες
τ_475,τρίτην ἐρίων
τ_476,τρίτος ἀριστεροῦ
τ_477,τρίτου κρατῆρος
τ_478,τρίτος κρατήρ
τ_479,†τριόττης†
τ_480,Τριτοπάτωρ
τ_481,τριττύς
τ_482,τριττύαν
τ_483,τριττύς
τ_484,τριττύς
τ_485,τρίτῳ καὶ τετάρτῳ ἔτει
τ_486,τρίτῳ φάει
τ_487,τρίχα
τ_488,τριχακτόν
τ_489,τριχαπτόν
τ_490,τριχθά
τ_491,τριχίδες
τ_492,τριχοβρώς
τ_493,τρόπα
τ_494,τριχολογεῖν
τ_495,τρόπαια
τ_496,τροπή
τ_497,τροπηλίς
τ_498,τροπῆς ἀποσκίασμα
τ_499,τροπίας οἶνος
τ_500,τροπίδια
τ_501,τροπωτῆρες
τ_502,τρόπον
τ_503,τρόπον τινά
τ_504,τροποφορεῖν
τ_505,τροπώσομαι
τ_506,τροφαλίς
τ_507,τροφή
τ_508,τρόφι κῦμα
τ_509,τρόφιμος
τ_510,τροχάζειν
τ_511,τροχηλατεῖν
τ_512,τροχιάς
τ_513,τρόχμαλον
τ_514,τροχισθεῖσα
τ_515,τρόχμαλος
τ_516,τρόχις
τ_517,τρόχον
τ_518,τρύβλιον
τ_519,τρύγη
τ_520,τρυγόνα ψάλλειν
τ_521,τρύγοιπος
τ_522,τρυγών
τ_523,τρύζει
τ_524,τρύμη
τ_525,τρύξ
τ_526,τρυσίππιον
τ_527,τρυσμός
τ_528,τρυτάνη
τ_529,τρυφάλεια
τ_530,τρύφος ἄρτου
τ_531,τρύχεται
τ_532,τρυχηρά
τ_533,τρύχνον
τ_534,τρύχουσιν
τ_535,τρυχωθείς
τ_536,τρώγειν
τ_537,τρῶγες
τ_538,τρώκτης
τ_539,τρώκτης
τ_540,τυκτόν
τ_541,τύλη
τ_542,τύλοι
τ_543,τύλος
τ_544,τύλος
τ_545,τυλοῦται
τ_546,τυμβογέροντες
τ_547,τύμβος
τ_548,τυμβοχοεῖ
τ_549,τυμπανίζεται
τ_550,τύμπανον
τ_551,τύμπανον
τ_552,τυννοῦτο
τ_553,τυντλάζειν
τ_554,τυντλάζειν
τ_555,τυντλάζειν
τ_556,τύντλος
τ_557,τυντλώδους
τ_558,τυπαῖς
τ_559,τυπείς
τ_560,τυπεῖσιν
τ_561,τυπῇσιν
τ_562,τυπτήσεις
τ_563,τύρβη
τ_564,τυρευθέντα
τ_565,τυρεύων
τ_566,τυραννεύσασαν
τ_567,τυρεύεται καὶ τυρεῖται
τ_568,Τυρρηνικὰ σανδάλια
τ_569,Τυρμ†ί†δαι
τ_570,τυρόκνηστις
τ_571,τυροκομεῖον
τ_572,τυροφορεῖον
τ_573,τύρσις
τ_574,τύρσος
τ_575,Τυρταῖος
τ_576,τυτθήν
τ_577,τυφεδανός
τ_578,τυφλῶν ὀνείρων
τ_579,τύφεται
τ_580,τυφλοπλαστεῖται
τ_581,τυφλότερος λεβηρίδος καὶ κενότερος λεβηρίδος
τ_582,τυφλότερος σπάλακος
τ_583,τυφομένης
τ_584,τῦφος
τ_585,Τυφῶνος
τ_586,Τυφών·
τ_587,Τυφῶνος πολυπλοκώτερον
τ_588,Τυφῶς
τ_589,τυχηρότερον
τ_590,τυχηρῶς
τ_591,τύχην
τ_592,τύψας
τ_593,τύψον
τ_594,τώ
τ_595,τῶ
τ_596,τωθάζει
τ_597,τῶν γὰρ ὑστάτων χάρις
τ_598,τῶν ὄνων οὔ μοι μέλει
τ_599,τῶν δυνατῶν τι κέλευ’, οὐ γὰρ παρὰ Κενταύροις
τ_600,τῶν ἑκτικῶν
τ_601,τῶν ἐπὶ σκηνῆς
τ_602,τῶν τριῶν κακῶν ἕν
τ_603,τῶ ῥα
υ_1,Ὑάδες
υ_2,ὑακίνθινον
υ_3,ὑάλη
υ_4,†ὑάλιος†
υ_5,Ὑακινθίδες
υ_6,ὑάλινα
υ_7,ὕαλος
υ_8,Ὑβάδαι
υ_9,ὑβός
υ_10,ὑβριστοδίκαι
υ_11,ὕβρις
υ_12,Ὑγ†εί†α Ἀθηνᾶ
υ_13,ὑγίειαν
υ_14,ὑγιέστερος ὄμφακος
υ_15,ὑγρὰ κέλευθα
υ_16,ὑγρός
υ_17,ὑγρότης
υ_18,ὑδατίδες
υ_19,ὑδερῶν
υ_20,Ὕδραν τέμνειν
υ_21,ὑδρεύειν
υ_22,ὑδρηλοί
υ_23,ὑδριαφόροι
υ_24,ὕδρου
υ_25,Ὑδροφόρια
υ_26,ὕδωρ αὐτοπαγές
υ_27,ὕδωρ δὲ πίνων χρηστὸν οὐδὲν ἂν τέκοις
υ_28,ὕδωρ παραρρέῃ
υ_29,ὗε
υ_30,ὑεικόν
υ_31,ὑηνῶν θρεμμάτων
υ_32,ὑηνεῖς
υ_33,ὕειον
υ_34,Ὕης
υ_35,ὑηνεῖς
υ_36,ὑηνῶν
υ_37,Ὕης
υ_38,ὕθλος
υ_39,υἱωνός
υ_40,υἱῶσαι τὸν παῖδα
υ_41,ὑλακόμ†ο†ροι
υ_42,Ὕλαν κραυγάζειν
υ_43,Ὕλας
υ_44,ὑλάστριαι καὶ ὑλαζόμενοι
υ_45,ὕλην
υ_46,ὑλήεσσα
υ_47,ὑμεῖς, ὦ Μεγαρεῖς, οὔτε τρίτοι οὔτε τέταρτοι
υ_48,ὑμεναιοῦν
υ_49,ὑμ†ένων†
υ_50,ἡμεδαπῶν
υ_51,ὑμενῶδες
υ_52,Ὑμήττιον μέλι
υ_53,ὑμνηπολείτω
υ_54,ὑμνεῖν
υ_55,ὑμνούντων
υ_56,ὕνιν
υ_57,ὑόμενος
υ_58,ὑοσκυαμᾶν
υ_59,ὑοσκύαμος
υ_60,ὑπάγει
υ_61,ὑπάγουσιν
υ_62,ὑπαγωγαί
υ_63,ὑπαγωγάς
υ_64,ὑπάγειν εἰς δίκην
υ_65,ὑπαγωγεύς
υ_66,ὑπαγωγή
υ_67,ὑπαγωγή
υ_68,ὑπαίθριον
υ_69,ὑπακτέον
υ_70,ὑπαλύξας
υ_71,ὑπάλυξις
υ_72,ὑπανέντος
υ_73,ὑπανίσχει
υ_74,ὑπαντιάζων
υ_75,ὕπαρ
υ_76,ὕπαρ
υ_77,ὑπαρκτά
υ_78,ὑπαρξάμενος
υ_79,ὑπάρχων
υ_80,ὑπασπισταί
υ_81,ὕπατε κρειόντων
υ_82,ὕπατον
υ_83,ὑπ’ αὐγάς
υ_84,ὕπαφρον
υ_85,ὑπαχθέντες
υ_86,ὑπειδόμενος
υ_87,ὑπέδυ
υ_88,ὑπεζωσμένος
υ_89,ὑπειλημμένον
υ_90,ὑπείξομεν
υ_91,ὑπείπομεν
υ_92,ὑπελθεῖν
υ_93,†ὑπέμβρυον†
υ_94,ὑπένερθεν
υ_95,ὑπενήνεκται
υ_96,ὑπενόθευσεν
υ_97,ὑπενοστήσαμεν
υ_98,ὑπέπισα
υ_99,ὑπέρα
υ_100,ὑπεράγασθαι
υ_101,ὑπέρακμος
υ_102,ὑπεραλεῖται
υ_103,ὑπερανάστης
υ_104,ὑπέρβιον
υ_105,ὑπερβολήν
υ_106,Ὑπέρβολος
υ_107,ὑπεργαμία
υ_108,ὑπερδέα
υ_109,†ὑπερδέξιον† χωρίον
υ_110,ὑπέρδικον
υ_111,ὑπερείδουσα
υ_112,ὑπερηγάσθην
υ_113,ὑπερημερίας
υ_114,ὑπερήμερος
υ_115,ὑπερήμερος
υ_116,ὑπερήμεροι
υ_117,ὕπερθεν
υ_118,ὑπὲρ θεόν
υ_119,ὑπερθέοντες
υ_120,ὑπερθήσει
υ_121,ὑπερθορών
υ_122,Ὑπερίονα
υ_123,ὑπέρινος
υ_124,ὑπὲρ κάρα φοιτῶντα
υ_125,ὑπερμαζ†εῖ†
υ_126,ὑπερμενέα
υ_127,ὑπερνήχεται
υ_128,ὑπεροιαζομένου
υ_129,ὑπέροπλον
υ_130,ὑπερορᾶν
υ_131,ὑπερόριος
υ_132,ὑπέροπτον
υ_133,ὑπέρου περιτροπή
υ_134,ὑπέροφρυς
υ_135,ὑπεροψίαν
υ_136,ὑπερπαίειν
υ_137,ὑπὲρ τὰ Καλλικράτους
υ_138,ὑπὲρ τὰ ἐσκαμμένα
υ_139,ὕπ†ερ†θρον
υ_140,ὑπέρπεδον
υ_141,ὑπερτέλλον
υ_142,ὑπερτενές
υ_143,ὑπέρτερον
υ_144,ὑπερτεροῦν
υ_145,ὑπερτίθεται
υ_146,ὑπὲρ τὸν κατάλογον
υ_147,ὑπερφερές
υ_148,ὑπερφυής
υ_149,ὑπέρχρεως
υ_150,ὑπέρχολος γενόμενος
υ_151,ὑπερώησαν
υ_152,ὑπεστειλάμην
υ_153,ὑπέστημεν
υ_154,ὑπετέθυπτο
υ_155,ὑπέχει
υ_156,ὑπεψηνισμένοι
υ_157,ὑπήγετο
υ_158,ὑπηνέμια
υ_159,ὑπηνέμιοι
υ_160,ὑπηνέμια τίκτουσι
υ_161,ὑπήνη
υ_162,ὑπηνήτῃ
υ_163,†ὑπ’ ἠοῖ†
υ_164,ὑπηρέσιον
υ_165,ὑπηρέσιον
υ_166,ὑπίσχεται
υ_167,ὑπό
υ_168,ὑπόβαθμος
υ_169,ὑποβάθραν
υ_170,ὑποβασμόν
υ_171,ὑποβιβάζοντες
υ_172,ὑποβιβάζουσιν
υ_173,ὑποβλεπόμενος
υ_174,ὑποβλήδην
υ_175,ὑποβολιμαῖοι
υ_176,ὑπ†ό†βολον
υ_177,ὑποβρύχιοι
υ_178,ὑπογεγραμμένη
υ_179,ὑπόγειον
υ_180,ὑπόγειος
υ_181,ὑπογενειάζων
υ_182,ὑπὸ γῆν οἰκοῦντες8 M.—W.
υ_183,ὑποκυδεῖς γάρ εἰσιν οἱ τόποι
υ_184,ὑπογράφεται
υ_185,ὑπογλωττίς
υ_186,ὑπόγραμμα
υ_187,ὑπόγυον
υ_188,ὑποδεής
υ_189,ὑποδενδρυάσαι
υ_190,ὑποδ†έξηι†
υ_191,ὑποδέξιος
υ_192,ὑποδέραια
υ_193,ὑποδερίδα
υ_194,ὑποδερίς
υ_195,ὑποδιδάσκαλος
υ_196,ὑποδρόμους
υ_197,ὑποδμώς
υ_198,ὑποδύτην
υ_199,ὑποδύς
υ_200,ὑποζυγιώδης ἄνθρωπος
υ_201,ὑπόθεσις
υ_202,ὑποθήκαις
υ_203,ὑποθημοσύνη
υ_204,ὑποθήσομαι
υ_205,ὑποικουροῦν
υ_206,ὑποιστόν
υ_207,ὑποίσων
υ_208,ὑποίσω
υ_209,ὑποκαθεῖναι τὰς ὀφρῦς
υ_210,ὑποκατάβασιν
υ_211,ὑποκείσεται
υ_212,ὑποκορίζεται
υ_213,ὑποκηρυξάμενοι
υ_214,ὑποκοριζόμενοι
υ_215,ὑποκοριστικόν
υ_216,ὑπὸ κρασίν
υ_217,ὑποκρίνεσθαι
υ_218,†ὑποκρίνοντι
υ_219,ὑποκυσαμένη
υ_220,ὑπολαβών
υ_221,ὑπολαπάξας
υ_222,ὑπόλογον
υ_223,ὑπὸ μάλης
υ_224,ὑπὸ μάλης
υ_225,ὑπὸ μάλης
υ_226,ὑπομηλαφῆσαι
υ_227,ὑπονομεύοντες
υ_228,ὑπόνομος
υ_229,ὑπονοστῆσαι
υ_230,ὑπόξυλος
υ_231,ὑπὸ παντὶ λίθῳ σκορπίος
υ_232,ὑπ†ό†πια
υ_233,ὑποπίνειν
υ_234,ὑπόπλεος
υ_235,ὑποποιεῖσθαι
υ_236,ὑπόπτερος
υ_237,ὑποπτεύω
υ_238,ὑ†π’ ὄρ†οφον
υ_239,ὑποσκάλλειν
υ_240,ὑποσακίζειν
υ_241,ὑπὸ σκότῳ δὲ γεγονώς
υ_242,ὕποσμος
